##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
翻译：n.曼彻斯特	Manchester
翻译：a.满族的 n.满族人;满族语	Manchu
翻译：n.东北九省;满洲	Manchuria
翻译：n.中国东北人 a.中国东北的	Manchurian
翻译：n.曼陀罗;坛场	mandala
翻译：n.命令书 vt.发训令	mandamus
翻译：n.中国官话;国语;满清官吏;中国柑桔 a.中国式紧身马褂的	mandarin
翻译：n.命令;指令;要求 vt.委任统治	mandate
翻译：a.命令的;托管的	mandatory
翻译：n.颚;下颚;嘴的上部	mandible
翻译：a.颚的	mandibular
翻译：n.曼陀林(琴)	mandolin
翻译：n.曼德拉草	mandrake
翻译：n.心轴	mandrel
翻译：n.西非洲产的大狒狒	mandrill
翻译：n.鬃毛	mane
翻译：a.食人的	maneating
翻译：n.演习;调遣;策略 vi. vt.调遣;演习;用计	maneuver
翻译：n.可操作性;机动性	maneuverability
翻译：a.容易操作的;有机动性的	maneuverable
翻译：a.男子气概的;雄伟的;勇敢的;果断的	manful
翻译：n.锰铜	manganin
翻译：n.癞疥;皮肤的肮脏	mange
翻译：n.马槽;牛槽;挡水板	manger
翻译：ad.生满疥癣地;污秽地	mangily
翻译：n.生满疥癣;污秽	manginess
翻译：vt.乱砍;损坏;轧布 n.轧布机	mangle
翻译：n.芒果	mango
翻译：n.山竹果;山竹果实	mangosteen
翻译：n.红树林	mangrove
翻译：a.生满疥癣的;污秽的	mangy
翻译：vt.人工推动;粗暴地对付	manhandle
翻译：n.人孔	manhole
翻译：n.成年;勇气;男儿	manhood
翻译：n.搜索	manhunt
翻译：n.狂躁;热衷;狂热	mania
翻译：a.发狂的;颠狂的;疯狂的 n.狂人;疯子;一种高速电子数字计算机	maniac
翻译：a.狂躁的 n.噪狂者	manic
翻译：n.摩尼教徒	manichee
翻译：n.修指甲术;修指甲;指甲修饰师 vt.修指甲;修剪	manicure
翻译：n.指甲修饰师	manicurist
翻译：n.载货单;运货单;旅客名单 a.显然的;明白的 vi.显示;出现 vt.表明;表现;证明	manifest
翻译：n.显示;证明;示威运动	manifestation
翻译：ad.明白地	manifestly
翻译：n.宣言;声明	manifesto
翻译：n.复印本;多种 a.多种的;有许多部分的;多方面的 vt.复写;繁殖;增多	manifold
翻译：n.复写;复印	manifolding
翻译：n.一种小鸟	manikin
翻译：n.马尼拉	manila
翻译：n.树薯;树薯粉	manioc
翻译：n.饰带;小队	maniple
翻译：a.可以操作的;可操纵自如的	manipulable
翻译：vt.操纵;利用;操作;应付;假造	manipulate
翻译：n.处理	manipulation
翻译：a.用手处理的;巧妙处理的;窜改的	manipulative
翻译：n.机械手	manipulator
翻译：n.自然神	Manito
翻译：n.人类;男性	mankind
翻译：n.男子气概;雄纠纠;勇敢	manliness
翻译：a.象男人的;强壮的;适于男人的	manly
翻译：n.吗哪;精神食粮;天赐;甘露	manna
翻译：a.有人驾驶的;有人操纵的	manned
翻译：n.服装模特儿;人体模型	mannequin
翻译：n.样子;礼貌;风格	manner
翻译：a.守规矩的;矫饰的	mannered
翻译：n.明显或过分固守独特格调或形式;怪癖	mannerism
翻译：a.无礼貌的	mannerless
翻译：a.有礼貌的;客气的 ad.有礼貌地;客气地	mannerly
翻译：n.礼貌	manners
翻译：a.男子似的;成人似的	mannish
翻译：n.可操作性;机动性	manoeuvrability
翻译：a.容易操作的;有机动性的	manoeuvrable
翻译：n.演习;调遣;策略 vi. vt.调遣;演习;用计	manoeuvre
翻译：n.压力计	manometer
翻译：a.压力计的;用压力计测量的	manometric
翻译：n.庄园	manor
翻译：a.庄园的	manorial
翻译：a.单人可携带的	manpack
翻译：n.人力	manpower
翻译：n.双重斜坡的屋顶;有双重斜坡屋顶的房屋	mansard
翻译：n.牧师住宅	manse
翻译：n.仆役;男仆	manservant
翻译：n.大厦;邸	mansion
翻译：n.杀人;一般杀人罪	manslaughter
翻译：n.温顺;柔和	mansuetude
翻译：n.披风;斗蓬	manteau
翻译：n.披风;斗蓬	manteaux
翻译：n.壁炉架	mantel
翻译：n.小斗蓬	mantelet
翻译：a.预言的;预言性的	mantic
翻译：n.连披肩之头纱;女用小披风	mantilla
翻译：n.螳螂	mantis
翻译：n.尾数	mantissa
翻译：n.斗篷;覆罩之物;罩子 vt.罩住;覆盖 vi.覆盖;脸红	mantle
翻译：n.上岩层	mantlerock
翻译：n.移动掩蔽物	mantlet
翻译：n.手册;指南 a.手的;手动的;手工的;体力的 a.人工的;手动的	manual
翻译：ad.用手	manually
翻译：n.极乐鸟	manucode
翻译：n.制造厂;工厂	manufactory
翻译：n.产品;制造 vt.制造;假造 vi.制造	manufacture
翻译：pp.已制成的	manufactured
翻译：n.制造业者;厂商	manufacturer
翻译：n.制造业 a.制造业的	manufacturing
翻译：n.解放;解放证书;释放令	manumission
翻译：vt.解放;释放	manumit
翻译：n.肥料;粪肥 vt.施肥于	manure
翻译：n.手;前肢;丈夫对妻子之权威	Manus
翻译：n.手稿;原稿;底稿 a.手写的	manuscript
翻译：a.曼岛的;曼岛人的 n.曼岛人;曼岛语;曼岛猫	Manx
翻译：n.多数;多数的人 a.许多的 pron.许多	many
翻译：n.石兰科常绿灌木	manzanita
翻译：n.毛利人;毛利语 a.毛利人的;毛利语的	Maori
翻译：n.地图;天体图 vt.映射;绘制...之地图;计划 n.映象	map
翻译：n.枫;枫木;淡棕色	maple
翻译：vbl.映射;绘制...之地图;计划	mapped
翻译：n.制图人	mapper
翻译：n.映象;映射;变换	mapping
翻译：n.初步设计的模型	maquette
翻译：vt.损毁;损伤;糟蹋 n.三月	mar
翻译：n.鹳;鹳毛	marabou
翻译：n.隐士	marabout
翻译：n.响葫芦	maraca
翻译：n.野生樱桃之一种	marasca
翻译：n.马拉松;耐力的考验	marathon
翻译：vt. vi. n.劫掠;掠夺;袭击	maraud
翻译：n.大理石;石弹;雕刻品 a.大理石的;冷酷无情的;坚硬的	marble
翻译：a.大理石般的;含有大理石的;冷酷的	marbly
翻译：n.榨渣	marc
翻译：n.波形卷发 vt.把...烫成波浪形 vi.烫发	marcel
翻译：n.进行;行军;步伐;长途跋涉;进行曲;边界 vi.进军;前进;交界 vt.使行军;使行进 n.三月	march
翻译：n.侯爵夫人;侯爵未亡人;女侯爵	marchioness
翻译：pn.马可仕	marcos
翻译：n.母马;母驴;月球表面阴暗部	mare
翻译：n.女子名	Margaret
翻译：n.人造黄油	margarine
翻译：n.旁注	margent
翻译：n.页边的空白;边缘;界限;余裕;差数;差额;保证金 vt.加边于;加旁注于 v.页边距	margin
翻译：a.边缘的;末端的;有旁注的	marginal
翻译：n. pl.旁注;次要的东西	marginalia
翻译：a.有边缘的	marginate
翻译：n.边疆伯爵	margrave
翻译：n.雏菊	marguerite
翻译：a.Mary的 n.圣母玛利亚崇拜者	Marian
翻译：n.海洋生物养殖	mariculture
翻译：n.金盏草属植物;金盏菊属植物	marigold
翻译：n.大麻	marijuana
翻译：n.木琴	marimba
翻译：n.散步道;码头	marina
翻译：n.腌泡汁 vt.腌泡	marinade
翻译：n.舰队;水兵;海运业 a.海的;海产的;海底的;船舶的;海运的	marine
翻译：n.水手	mariner
翻译：n.圣母崇拜	Mariolatry
翻译：n.活动木偶	marionette
翻译：n.沼泽 a.沼泽的	marish
翻译：a.丈夫的;婚姻的;夫妇间的	marital
翻译：a.海的;海上的;海事的;沿海的;海员的	maritime
翻译：n.一种牛至属植物	marjoram
翻译：n.印，記號，符號，標記 vt.加記號于，加符號于，作記號于，記上，標記上，記錄;	mark
翻译：n.标低价	markdown
翻译：a.有记号的;显著的;醒目的	marked
翻译：ad.显著地;醒目地;明显地	markedly
翻译：n.作记号的人;记分员;书签;纪念碑;里程碑;标识物;指示物 n.标记	marker
翻译：n.市场;交易;集市;推销地区;行情;市面;销路 vt.在市场上交易;使上市;销售 vi.在市场上买卖	market
翻译：n.可销售;市场性	marketability
翻译：a.可销售的;销路好的;市场的	marketable
翻译：n.市场商人	marketeer
翻译：n.市场商人	marketer
翻译：n.行销;买卖	marketing
翻译：n.印记;印;分	marking
翻译：n.芬兰的货币单位;其货币	markka
翻译：n.射手;狙击兵;神射手	marksman
翻译：n.射手	marksmen
翻译：n.涨价;利润;标高价	markup
翻译：n.泥灰;泥灰土;土 vt.撒泥灰土	marl
翻译：n.马林鱼	marlin
翻译：n.小绳;细索	marline
翻译：n.泥灰岩	marlite
翻译：a.泥灰质的	marly
翻译：n.橘子和柠檬等制成的果酱	marmalade
翻译：n.小猿	marmoset
翻译：n.土拨鼠	marmot
翻译：n.布料之一种	marocain
翻译：n.逃亡黑人奴隶;栗色;烟火之一种 a.栗色的 vt.放逐到无人岛上;使孤立 vi.逃亡;带帐篷旅行	maroon
翻译：n.捕拿特许;商品型号	marque
翻译：n.大帐篷;华盖 n.选取框	marquee
翻译：n.镶嵌细工	marquetry
翻译：n.侯爵	marquis
翻译：n.侯爵的身分;侯爵领地	marquisate
翻译：n.薄织物之一种	marquisette
翻译：n.长在海边的防砂用禾本科植物	marram
翻译：v.叙述;说明	marrate
翻译：n.婚姻;密切结合;结婚;婚礼;合并	marriage
翻译：n.结婚适龄	marriageability
翻译：a.可结婚的;适合结婚的;妙龄的	marriageable
翻译：a.已婚的;婚姻的	married
翻译：n.结婚的人;举行结婚仪式的牧师	marrier
翻译：n.髓;骨髓;精华;活力;配偶	marrow
翻译：a.多髓的;有力的	marrowy
翻译：vt.与...结婚;娶;嫁 vi.结婚	marry
翻译：n.火星;战神	mars
翻译：n.马赛;马赛布	Marseilles
翻译：n.沼泽;湿地 a.沼泽的	marsh
翻译：n.陆空军高级将官;典礼官;职行官;元帅 vt.整顿;配置;汇集 vi.排列;集合	marshal
翻译：n.药属葵;药属葵蜜饯	marshmallow
翻译：a.多沼地的;湿地的;沼地的	marshy
翻译：n.有袋类 a.袋的;袋状的	marsupial
翻译：n.育幼袋	marsupium
翻译：n.商业中心;市场	mart
翻译：n.貂鼠;貂皮	marten
翻译：n.玛莎;马大	Martha
翻译：a.军事的;尚武的;威武的	martial
翻译：n.火星人 a.火星的	Martian
翻译：n.马丁;岩燕	martin
翻译：n.规律严肃的人;严格的人	martinet
翻译：n.圣马丁节	martinmas
翻译：n.岩燕;无足鸟	martlet
翻译：n.烈士;受苦者;受难者 vt.使成为烈士;使受苦	martyr
翻译：n.殉教;殉难;殉节	martyrdom
翻译：n.奇异的事物;罕见的例子 vt.惊异于 vi.惊异	marvel
翻译：a.令人惊异的;了不起的;不平常的	marvellous
翻译：a.令人惊异的;了不起的;不平常的	marvelous
翻译：n.马克思主义	Marxism
翻译：a.马克思主义的 n.马克思主义者	Marxist
翻译：n.玛丽	Mary
翻译：n.马里兰	Maryland
翻译：n.染眉毛油 vi.涂染眉毛油	mascara
翻译：n.在月面下之重力奇大的物质	mascon
翻译：n.福神;吉祥的东西	mascot
翻译：n.阳性;男性 a.男性的;阳性的;有丈夫气的	masculine
翻译：n.男子气;刚毅;大丈夫气概	masculinity
翻译：n.微波激射器	maser
翻译：n.碎麦芽;饲料;糊状物 vt.调情;捣碎	mash
翻译：n.大宅邸	masion
翻译：n.面具;假面具;掩饰;石膏面像 vt.戴面具;掩饰;使模糊 vi.化装;戴面具;掩饰;参加化装舞会	mask
翻译：a.戴假面具的;蒙面的;化装的	masked
翻译：n.掩蔽	masking
翻译：n.被虐待狂;受虐狂	masochism
翻译：n.被虐待狂;受虐待者	masochist
翻译：n.泥瓦匠;共济会会员 vt.用砖瓦砌成	mason
翻译：a.共济会会员的	masonic
翻译：n.假面剧;其剧本;化装舞会	masque
翻译：n.化装舞会;伪装 vi.参加化装舞会;伪装;假装	masquerade
翻译：n.块;大多数;质量;大量;群众;弥撒 a.群众的;大规模的;集中的 vt.使集合;集中 vi.聚集	mass
翻译：n.麻萨诸塞州	Massachusetts
翻译：n.大屠杀 vt.大屠杀;残杀	massacre
翻译：n.按摩;揉 vt.按摩;揉	massage
翻译：n.按摩师	massagist
翻译：n.男按摩师	masseur
翻译：n.女按摩师	masseuse
翻译：n.厚重;巨大;坚实	massiness
翻译：a.大而重的;宽大的;宏伟的	massive
翻译：n.桅;桅杆;杆 vt.装桅杆于	mast
翻译：n.乳房切除术	mastectomy
翻译：n.主人;硕士;母机 a.主人的;主要的 vt.征服;控制;精通	master
翻译：a.傲慢的;主人派头的;能干的	masterful
翻译：a.巧妙的;熟练的 ad.巧妙地;熟练地	masterly
翻译：n.优秀的策划者;幕后操作的人 vt.指导;主持;策划	mastermind
翻译：n.杰作;名著	masterpiece
翻译：n.巧妙的动作;神技;主线	masterstroke
翻译：n.征服;统治权;精通;掌握	mastery
翻译：n.桅顶;桅顶展望人;发行人栏 vt.升于桅顶;爬到桅顶	masthead
翻译：n.乳香脂;乳香;灰泥之一种	mastic
翻译：vt. vi.咀嚼	masticate
翻译：n.咀嚼	mastication
翻译：a.咀嚼的;用来咀嚼的 n.咀嚼物	masticatory
翻译：n.大型猛犬之一种	mastiff
翻译：n.乳腺炎	mastitis
翻译：n.乳齿象	mastodon
翻译：a.乳头状的 n.乳般突起	mastoid
翻译：n.乳般突起炎	mastoiditis
翻译：vt. vi.手淫	masturbate
翻译：n.垫;丛;衬边 a.粗糙的;无光泽的 vi.纠缠在一起 vt.铺席于...上;使无光泽;使缠结	mat
翻译：n.斗牛士	matador
翻译：n.比赛;火柴;对手 vt.使相配;使比赛;与...竞争 vi.结婚;相配	match
翻译：n.纸板火柴	matchbook
翻译：n.火柴盒	matchbox
翻译：pp.皮配	matched
翻译：n.火柴	matches
翻译：matching 计算机]匹配	matching
翻译：a.无敌的;无比的	matchless
翻译：n.火绳枪	matchlock
翻译：n.火柴制造者;媒人;安排比赛的人	matchmaker
翻译：n.火柴制造;缔缘;做媒	matchmaking
翻译：n.配偶;对手;助手;将死 vt.使配对;使一致;结伴;(象棋)将死 vi.成配偶;紧密配合	mate
翻译：n.母亲	mater
翻译：n.母亲;家庭主妇	materfamilias
翻译：n.材料;物资;素材;布料;资料 a.物质的;肉体的;具体的	material
翻译：vt.赋与实质;使体现;物质化 vi.成有形;体现;实现	materialise
翻译：n.唯物主义	materialism
翻译：n.唯物主义者	materialist
翻译：a.唯物论的;唯物主义的	materialistic
翻译：n.实质性;具体性;有形	materiality
翻译：n.赋与形体;实体化;具体化	materialization
翻译：vt.赋与实质;使体现;物质化 vi.成有形;体现;实现	materialize
翻译：ad.实质上;重大;物质上	materially
翻译：a.母亲的;母系的;母方的	maternal
翻译：n.母性;母道;妇产科医院 a.产妇的	maternity
翻译：a.易为人亲近的;融洽的 n.伙伴;朋友	matey
翻译：n.数学	math
翻译：a.数学的;精确的	mathematical
翻译：ad.算术地	mathematically
翻译：n.数学家	mathematician
翻译：n.数学	mathematics
翻译：n.早课;晨祷;朝课 a.早课的;晨祷的	matin
翻译：n.白天音乐会;日场;妇女便装之一种	matinee
翻译：n.交配	mating
翻译：a.女家长的	matriarchal
翻译：n.女家长制社会	matriarchate
翻译：n.女家长制;女族长制	matriarchy
翻译：a.弑母的	matricidal
翻译：n.弑母	matricide
翻译：n.投考者	matriculant
翻译：vt.准许入学;录取 vi.入学;进大学 n.获准入学者	matriculate
翻译：n.大学入学许可;入学;入学考试	matriculation
翻译：a.母系的	matrilineal
翻译：ad.与婚姻有关地;由于结婚;根据结婚的惯例	matrimonial
翻译：n.结婚;婚姻生活;婚礼	matrimony
翻译：n.母体;子宫;细胞;脉石;模型;矩阵 n.矩阵	matrix
翻译：n.妇女;主妇;保姆	matron
翻译：n.主妇的身分;主妇们	matronage
翻译：a.象主妇的;有威严的;安祥的	matronly
翻译：a.表面粗糙的 n.无光粗糙的一层;冰铜	matte
翻译：a.铺席子的;识结的;纠缠的褪色的;暗淡的	matted
翻译：n.事件;物质;原因;素材;麻烦事;根据 vi.有关系	matter
翻译：n.情事	matters
翻译：a.充满脓的;象脓的	mattery
翻译：n.席子;铺垫;其材料;无光粗糙的表面	matting
翻译：n.鹤嘴锄	mattock
翻译：n.床垫;空气垫;沉床	mattress
翻译：vi.化脓;成熟 vt.使成熟;使化脓	maturate
翻译：n.化脓;成熟	maturation
翻译：a.成熟的;到期的;充分考虑的 vt.使成熟 vi.成熟;到期	mature
翻译：n.成熟;完备;到期	maturity
翻译：a.早晨的;黎明的;早的	matutinal
翻译：n.不加酵粉的面包	matzos
翻译：n.不加酵粉的面包	matzoth
翻译：a.容易流泪的;感伤的;醉后好哭的 n.易流泪	maudlin
翻译：prep.不管	maugre
翻译：n.茂伊岛	Maui
翻译：n.大槌 vt.打伤;虐打;粗暴对待	maul
翻译：n.重量单位	maund
翻译：vi.唠叨地讲;徘徊	maunder
翻译：n.毛利塔尼亚	Mauritania
翻译：n.毛瑟枪	Mauser
翻译：n.壮丽的坟墓;陵墓;阴森森的大厦	mausoleum
翻译：n.淡紫色染料的一种;淡紫色 a.淡紫色的	mauve
翻译：n.参数放大器	mavar
翻译：n.未烙饲主印记的小牛;不服从的人 vi.迷路	maverick
翻译：n.专家;行家	mavin
翻译：n.反刍动物的第四胃;嗉囊;人的胃	maw
翻译：a.气味不佳的;令人作呕的;感伤的	mawkish
翻译：max 最大	max
翻译：n.长大衣	maxi
翻译：n.颚骨;上颚;小颚	maxilla
翻译：a.颚的;颚骨的;小颚的 n.颚骨	maxillary
翻译：n.格言;座右铭	maxim
翻译：a.最大的;最高的	maximal
翻译：n.使得点最多的战术	maximin
翻译：vt.取...最大值;最佳化 v.最大化	maximise
翻译：vt.取...最大值;最佳化 v.最大化	maximize
翻译：n.极点;最大量;极大 a.最高的;最大的;最大极限的 n.最大值	maximum
翻译：n.麦克斯韦	Maxwell
翻译：v. aux.愿能;可以;愿意 n.五月	may
翻译：n.马雅人;马亚语 a.马雅人的;马雅语的	Maya
翻译：a.马雅人的;马雅语的 n.马雅人;马雅语	Mayan
翻译：ad.也许;大概 n.疑惑	maybe
翻译：n.救难信号	mayday
翻译：n.伦敦的上流住宅区;伦敦的社交界	Mayfair
翻译：n.蜉蝣类;飞蝼蛄	mayfly
翻译：n.伤害罪之一种;故意的伤害罪	mayhem
翻译：n.午湖节;五朔节的采花	maying
翻译：n.蛋黄酱	mayonnaise
翻译：n.市长	mayor
翻译：a.市长的	mayoral
翻译：n.市长职位	mayoralty
翻译：n.市长夫人;女市长	mayoress
翻译：n.五朔节花柱	maypole
翻译：n.百香果的一种;其果实	maypop
翻译：a.深蓝色的 n.深蓝色;深蓝色的服装	mazarine
翻译：n.迷宫;迷惘 vt.使迷惘;使混乱;迷失	maze
翻译：a.迷阵似的;错综的;复杂的	mazy
翻译：n.兆字节	mb
翻译：n.百万位元组	mbyte
翻译：n.麦当劳	McDonald's
翻译：n.DOS命令:建立一个新的子目录	md
翻译：pron.我	me
翻译：n.蜂蜜酒;草地	mead
翻译：n.草地;牧场	meadow
翻译：n.绣线菊属的灌木;绣线菊草属的草	meadowsweet
翻译：a.牧草地的	meadowy
翻译：a.贫乏的;不毛的;瘦的	meager
翻译：a.贫乏的;不毛的;瘦的	meagre
翻译：n.一餐;膳食;粗粉 vi.进餐	meal
翻译：n.玉米	mealie
翻译：n.餐食	meals
翻译：n.进餐时间	mealtime
翻译：n.生于谷类;面粉中的甲虫之幼虫	mealworm
翻译：a.粉状的	mealy
翻译：a.低劣的;卑贱的;卑鄙的;麻烦的;简陋的;吝啬的;惭愧的;不舒服的;平均的;中间的 vt.意谓;想要;意欲;预定 vi.用意;有意义 n.平均数;中间;中庸	mean
翻译：n.河流的曲折;漫步;迂回旅行 vi.缓慢而弯曲地流动;漫谈 vt.使蜿蜒曲折	meander
翻译：n.曲径;漫步;瞎谈 a.曲折的;漫步的;聊天的	meandering
翻译：n.意味	meaniing
翻译：n.意味	meaning
翻译：a.意味深长的	meaningful
翻译：a.无意义的	meaningless
翻译：n.含义	meanings
翻译：n.方法;手段;工具;财产;收入	means
翻译：a.卑鄙的	meanspirited
翻译：vbl.mean的过去式和过去分词	meant
翻译：n.此际;其时 ad.其间	meantime
翻译：n.同时;此际 ad.同时;于此时	meanwhile
翻译：a.患麻疹的	measled
翻译：n.麻疹;风疹;包虫病;痧子	measles
翻译：a.患麻疹的	measly
翻译：a.可测量的;适度的;恰当的	measurable
翻译：ad.可以测定的程度;适度地;可目视地	measurably
翻译：n.尺寸;量度器;量度标准;测量;量具;标准;程度;范围;限度;分寸;措施;方法 vt.测量;测度;估量;权衡;调节;分派 vi.量	measure
翻译：a.量过的;慎重的;基于标准的	measured
翻译：a.无限的;不可量的	measureless
翻译：n.尺寸 n.度量;度量单位	measurement
翻译：n.尺寸	measurements
翻译：n.措施	measures
翻译：vbl.测量	measuring
翻译：n.肉;餐;食物	meat
翻译：n.肉团;愚蠢;优胜旗	meatball
翻译：n.吃荤	meateating
翻译：a.肉的;象肉的;多肉的	meaty
翻译：n.膜片	mebrane
翻译：n.机械工;技工 a.手工的	mechanic
翻译：a.机械的;机械性的;力学的	mechanical
翻译：n.机械技师;机械学者;机械工	mechanician
翻译：n.机械学;技巧;力学	mechanics
翻译：vt.使机械化;用机械装置;机动化	mechanise
翻译：n.机械;机构;结构;机理;技巧	mechanism
翻译：n.机械技师;机械学者;机械论者	mechanist
翻译：a.机械学的;机械论的;机械论者的	mechanistic
翻译：n.机械化;机动化	mechanization
翻译：vt.使机械化;用机械装置;机动化	mechanize
翻译：n.力学疗法	mechanotheropy
翻译：n.奖牌;勋章 vt.授勋予	medal
翻译：n.小奖章	medalet
翻译：a.奖章似的	medallic
翻译：n.大奖章;圆形浮雕;圆形装饰	medallion
翻译：n.奖章获得者	medallist
翻译：vi.干涉;干预;乱搞	meddle
翻译：n.爱管闲事的人;干涉者	meddler
翻译：a.爱管闲事的;好干涉的	meddlesome
翻译：n.Media人	mede
翻译：n.媒体	media
翻译：n.中间状态;调解	mediacy
翻译：a.中间的;平均的;普通的 n.中间字母	medial
翻译：a.中央的;中间的;正中的 n.中动脉;中位数;中值	median
翻译：a.居间的;间接的 vt.斡旋;调停 vi.处于中间;调解	mediate
翻译：n.调停;调解;仲裁	mediation
翻译：n.调停者;仲裁人;基督	mediator
翻译：a.仲裁的;调解的	mediatorial
翻译：n.苜蓿属植物;医师;医学生	medic
翻译：a.可治疗的	medicable
翻译：n.医生;体格检查 a.医学的;内科的;药的	medical
翻译：n.医药;药剂	medicament
翻译：n.药物治疗;药物处理;医药	medication
翻译：a.有药效的;有治疗作用的	medicative
翻译：a.医学的;药的;有益的	medicinal
翻译：n.药;医学;内科 vt.给...用药	medicine
翻译：n.医师;医学生	medico
翻译：a.中古的;中世纪的	medieval
翻译：a.不好不坏的;通常;平凡的	mediocre
翻译：n.平常;平庸之才	mediocrity
翻译：vt.想;考虑;计划 vi.沉思;反省	meditate
翻译：n.沉思;冥想	meditation
翻译：a.默想的;耽于默想的;冥想的	meditative
翻译：n.地中海;地中海民族 a.地中海的;地中海民族的	Mediterranean
翻译：n.媒体;方法;媒介 a.半生熟的;中的 n.媒体;中	medium
翻译：a.灵媒的	mediumistic
翻译：n.枸杞;枸杞子	medlar
翻译：n.混合;混杂;各种各样的集团 a.混合的;拼凑的	medley
翻译：n.骨髓;髓质;延髓	medulla
翻译：a.骨髓的;髓质的;延髓的	medullary
翻译：n.水母	medusa
翻译：n.报酬;奖赏;赏与	meed
翻译：a.温顺的;谦恭的	meek
翻译：ad.温顺地;柔和地;忠厚地	meekly
翻译：n.温顺;柔和	meekness
翻译：n.海泡石;海泡石的烟管	meerschaum
翻译：n.会;集会 a.适宜的;合适的 vt.遇见;引见;认识;满足;对付 vi.相遇;接触	meet
翻译：n.会议;会面	meeting
翻译：n.会议	meetings
翻译：ad.相当地;适当地	meetly
翻译：n.Margaret的昵称	meg
翻译：n.百万巴	megabar
翻译：n.一百万美金	megabuck
翻译：n.兆字节	megabytes
翻译：n.兆周	megacycle
翻译：n.一百万人之死亡	megadeath
翻译：n.雾信号器	megafog
翻译：n.兆赫	megahertz
翻译：n.巨石	megalith
翻译：a.巨石的	megalithic
翻译：n.夸大狂	megalomania
翻译：a.夸大狂的 n.夸大狂患者	megalomaniac
翻译：n.巨大都市;人口稠密地带	megalopolis
翻译：n.百万安	megampere
翻译：n.扩音器	megaphone
翻译：n.兆吨	megaton
翻译：n.兆伏	megavolt
翻译：n.兆瓦特	megawatt
翻译：n.复杂事情	megillah
翻译：n.兆欧姆	megohm
翻译：n.减数分裂	meioses
翻译：n.减数分裂	meiosis
翻译：n.湄公河	mekong
翻译：n.节距的单位	mel
翻译：n.三聚氰胺	melamine
翻译：n.忧郁症	melancholia
翻译：n.忧郁症患者	melancholiac
翻译：n.忧郁症患者	melancholic
翻译：n.忧郁;悲哀;愁思 a.忧郁的;使人悲伤的;愁思的	melancholy
翻译：n.美拉尼西亚	Melanesia
翻译：a.美拉尼西亚的 n.美拉尼西亚	Melanesian
翻译：n.混合物	melange
翻译：n.黑色素	melanin
翻译：n.黑变病	melanism
翻译：n.墨尔钵	Melbourne
翻译：vt. vi.混合;合并	meld
翻译：n.互殴;乱斗;混战	melee
翻译：vt. vi.改善;改良;变好	meliorate
翻译：n.改善	melioration
翻译：a.改善的;改良性的	meliorative
翻译：n.甘美;流畅	mellifluence
翻译：a.成熟的;醇的;熟练的	mellow
翻译：n.簧风琴之一种;手风琴之一种	melodeon
翻译：a.有旋律的;调子美妙的	melodic
翻译：n.旋律学	melodics
翻译：a.旋律美妙的;调子优美的;音乐性的	melodious
翻译：vt.使调子优美;作曲 vi.作旋律	melodise
翻译：n.声调悠扬的声乐家;旋律美妙的作曲家	melodist
翻译：vt.使调子优美;作曲 vi.作旋律	melodize
翻译：n.音乐剧;通俗剧;戏剧似的事件	melodrama
翻译：a.通俗剧风格的;戏剧似的;甚为感伤的	melodramatic
翻译：n.通俗剧作者;戏剧似地行动的人	melodramatist
翻译：n.曲子;美的音乐;曲调	melody
翻译：n.瓜;甜瓜;红利;赃物	melon
翻译：n.熔化;熔化物;溶解 vt. vi.(使)熔化;(使)溶解;(使)消散;(使)变软	melt
翻译：n.熔融	meltdown
翻译：a.熔化的;温柔的;令人感动的;甜美的	melting
翻译：n.麦尔登呢	Melton
翻译：n.成员;会员;部分	member
翻译：n.会员的资格;全体会员;会员数目	membership
翻译：n.膜片	membrane
翻译：n.纪念物;遗物;令人回忆的东西	memento
翻译：n.备忘录	memo
翻译：n.传记;实录;追思录;回忆录;自传	memoir
翻译：n.回忆录	memoirs
翻译：n.大事记	memorabilia
翻译：n.值得记忆	memorability
翻译：a.值得纪念的;难忘的	memorable
翻译：ad.留在记忆中地;显著地;明确地	memorably
翻译：n.备忘录;便笺;买卖契约书	memorandum
翻译：n.纪念物;请愿书 a.记念的;记忆的	memorial
翻译：vt.建议;提出请愿书;纪念	memorialise
翻译：n.请愿书起草者;请愿者;建议者	memorialist
翻译：vt.建议;提出请愿书;纪念	memorialize
翻译：n.纪录	memorials
翻译：vt.记住;记录;记下	memorise
翻译：n.凭记忆;暗记	memorization
翻译：vt.记住;记录;记下	memorize
翻译：n.记忆;记忆力;回忆;纪念;存储 n.内存	memory
翻译：n.孟斐斯	Memphis
翻译：n.太太	memsahib
翻译：n. pl.man的复数	men
翻译：n.威胁;胁迫 vt. vi.威吓;胁迫	menace
翻译：n.家务	menage
翻译：n.动物园;动物展览	menagerie
翻译：n.初潮	menarche
翻译：n.改进;改良;修补处;好转 vt.修改;改进;加快;修理 vi.好转;改善	mend
翻译：a.可修好的;可改善的;可改正的	mendable
翻译：a.虚假的;说谎的	mendacious
翻译：n.虚伪;谎话;说谎癖	mendacity
翻译：n.一种放射性元素	mendelevium
翻译：a.Mendel的;孟德尔法则的 n.孟德尔学派的人	mendelian
翻译：n.孟德尔遗传学说	mendelism
翻译：n.修缮者;修理者;修改者	mender
